Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
1357,42051,110.0 050.0,19-5005CR-HY-132-0130-11000500-0150A-3,150,9.7,33.64,3.93,25.943,61.2,171.0756,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.54,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,9.7,9.68,33.64,25.94,208.3,0.41,3.93,61.2,,1.54,,,,,,151,,,,,,,,
33348,837835,081.7 043.5,20-1307NM-MX-197-0303-08170435-0000A-7,0,17.671,33.6102,6.03,24.2888,110.79,262.9139,,7,2.0,,3.0,,,,,,1.229,,0.36,,0.29,,7.6,,0.02,,0.0,,0.07,,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,17.67,17.67,33.61,24.289,362.5,0.0,6.03,110.8,7.6,0.29,0.0,0.02,0.07,1.23,0.36,0,,,,,,,,
24204,591305,086.7 035.0,19-8508NM-HY-228-0740-08670350-0030A-7,30,13.39,33.503,6.39,25.157,107.7,278.3743,,7,2.0,,3.0,,9.0,,,,0.88,,0.2,,0.47,,5.1,,0.13,,1.1,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,13.39,13.39,33.503,25.15,280.7,0.1,6.39,107.7,5.1,0.47,1.1,0.13,,0.88,0.2,30,,,,,,,,
26199,638749,093.3 050.0,19-8907NM-HY-200-2016-09330500-0022A-3,22,13.45,33.566,5.35,25.193,90.3,233.0595,,3,2.0,,3.0,,,,,,0.44,,0.22,,0.48,,1.6,,0.1,,3.9,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,22.0,13.45,13.45,33.566,25.19,277.0,0.07,5.35,90.3,1.6,0.48,3.9,0.1,,0.44,0.22,22,,,,,,,,
31208,781236,086.7 100.0,20-0607NM-PR-198-1734-08671000-0010A-3,10,16.87,33.068,5.7,24.064,102.8,248.5802,23.0,3,2.0,,3.0,,,,,,0.17,,0.03,,0.26,,0.9,,0.0,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,16.87,16.87,33.068,24.06,384.3,0.03,5.7,102.8,0.9,0.26,0.0,0.0,,0.17,0.03,10,223.0,,,,,,,
7798,204180,150.0 060.0,19-5509SB-HY-258-0254-15000600-1209A-3,1209,3.74,34.58,0.65,27.488,8.8,28.2524,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.5,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1209.0,3.74,3.65,34.58,27.48,69.6,1.61,0.65,8.8,,3.5,,,,,,1219,,,,,,,,
31206,781195,086.7 080.0,20-0607NM-MX-198-0212-08670800-0300A-7,300,6.7,34.043,1.69,26.709,24.7,73.51197,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.55,,55.4,,0.01,,35.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.7,6.67,34.043,26.7,136.9,0.64,1.69,24.7,55.4,2.55,35.2,0.01,,,,302,,,,,,,,
28374,699588,093.3 050.0,19-9610RR-PR-286-1807-09330500-0018A-3,18,17.57,33.42,5.67,24.17,103.9,247.2463,16.0,3,2.0,,3.0,,,,,,0.22,,0.08,,0.3,,1.4,,0.0,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,18.0,17.57,17.57,33.42,24.17,374.3,0.06,5.67,103.9,1.4,0.3,0.0,0.0,,0.22,0.08,18,216.0,,,,,,,
10020,260400,093.3 030.0,19-5809OR-HY-256-1300-09330300-0069A-3,69,11.65,33.48,4.28,25.476,69.5,186.3962,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,69.0,11.65,11.64,33.48,25.47,251.2,0.23,4.28,69.5,,,,,,,,69,,,,,,,,
32177,807581,080.0 080.0,20-0911NM-MX-323-2233-08000800-0030A-3,30,15.64,33.2,5.75,24.446,101.3,250.6672,17.0,3,2.0,,3.0,,,,,,0.43,,0.12,,0.35,,2.0,,0.01,,0.0,,0.05,,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,15.64,15.64,33.2,24.446,348.5,0.104,5.75,101.3,2.0,0.35,0.0,0.01,0.05,0.43,0.12,30,217.0,,,,,,,
3716,108012,110.0 090.0,19-5201CR-HY-011-1454-11000900-0030A-7,30,16.99,33.8,5.45,24.598,98.9,237.5536,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,16.99,16.99,33.8,24.59,334.1,0.1,5.45,98.9,,,,,,,,30,,,,,,,,
16293,423299,093.3 070.0,19-6905JD-CT-127-0818-09330700-0200A-5,200,8.68,34.11,,26.475,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,8.68,8.66,34.11,26.47,158.5,0.44,,,,,,,,,,201,,,,,,,,
20085,497712,095.0 030.0,19-7507JD-CT-176-1823-09500300-0040A-5,40,10.95,33.59,,25.688,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,40.0,10.95,10.95,33.59,25.68,230.3,0.11,,,,,,,,,,40,,,,,,,,
20824,512163,100.0 061.5,19-7604AX-CT-128-1605-10000615-0550A-5,550,5.85,34.35,,27.064,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,550.0,5.85,5.8,34.35,27.06,106.3,0.94,,,,,,,,,,554,,,,,,,,
16372,424532,063.3 090.0,19-6905JD-CT-146-1212-06330900-0030A-5,30,13.13,32.81,,24.672,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,13.13,13.13,32.81,24.67,326.7,0.1,,,,,,,,,,30,,,,,,,,
8684,227606,151.0 085.0,19-5702SB-HY-050-1824-15100850-0086A-3,86,14.68,34.7,0.53,25.814,9.2,23.07416,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,86.0,14.68,14.67,34.7,25.81,220.1,0.25,0.53,9.2,,,,,,,,86,,,,,,,,
25231,617783,090.0 060.0,19-8711NM-HY-322-1631-09000600-0339A-3,339,7.3,34.214,1.06,26.763,15.7,46.10567,,3,2.0,,3.0,,,,,,,9.0,,9.0,2.71,,57.1,,0.0,,35.5,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,339.0,7.3,7.27,34.214,26.76,133.0,0.72,1.06,15.7,57.1,2.71,35.5,0.0,,,,341,,,,,,,,
13227,351760,110.0 040.0,19-6207BD-HY-200-1512-11000400-0039A-3,39,13.68,33.565,5.69,25.146,96.5,247.8822,,3,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,39.0,13.68,13.67,33.565,25.14,282.0,0.12,5.69,96.5,,,,,,,,39,,,,,,,,
30058,749679,076.7 100.0,20-0207NM-PR-196-1900-07671000-0098A-3,98,11.36,33.22,5.42,25.328,87.3,236.0778,11.0,3,2.0,,3.0,,,,,,0.06,,0.05,,0.99,,7.3,,0.03,,9.5,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,98.0,11.36,11.35,33.22,25.32,265.9,0.32,5.42,87.3,7.3,0.99,9.5,0.03,,0.06,0.05,98,211.0,,,,,,,
22050,544014,090.0 070.0,19-8105JD-HY-144-0916-09000700-0200A-7,200,8.69,33.995,2.37,26.383,36.2,103.1235,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.11,,38.6,,0.03,,28.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,8.69,8.67,33.995,26.38,167.2,0.48,2.37,36.2,38.6,2.11,28.2,0.03,,,,201,,,,,,,,
8550,223783,166.7 020.0,19-5612HO-HY-336-1712-16670200-0085A-3,85,15.18,34.4,1.88,25.474,33.0,81.87511,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,85.0,15.18,15.17,34.4,25.47,252.4,0.39,1.88,33.0,,,,,,,,85,,,,,,,,
8137,212801,086.7 036.0,19-5602ST-HY-038-0318-08670360-0000B-3,0,12.97,33.48,,25.222,,,,3,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,12.97,12.97,33.48,25.22,273.6,0.0,,,,,,,,,,0,,,,,,,,
9074,237656,063.3 055.0,19-5707ST-HY-200-1848-06330550-0122A-3,122,8.89,33.98,2.2,26.339,33.7,95.73055,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,122.0,8.89,8.88,33.98,26.33,169.9,0.26,2.2,33.7,,,,,,,,123,,,,,,,,
1635,50617,120.0 100.0,19-5007PT-HY-193-2100-12001000-1000A-7,1000,4.01,34.523,0.5,27.414,6.9,21.73418,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.18,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,4.01,3.93,34.523,27.41,75.4,1.48,0.5,6.9,,3.18,,,,,,1008,,,,,,,,
29945,746345,093.3 100.0,20-0204JD-MX-090-0512-09331000-0100A-7,100,15.07,33.456,5.79,24.771,100.9,252.3309,,7,2.0,,3.0,,9.0,,,,0.31,,0.14,,0.37,,1.6,,0.0,,0.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,15.07,15.05,33.456,24.77,319.7,0.32,5.79,100.9,1.6,0.37,0.2,0.0,,0.31,0.14,100,,,,,,,,
26621,650332,086.7 040.0,19-9011NM-HY-316-0021-08670400-0021A-3,21,17.09,33.471,5.8,24.322,105.3,252.8775,,3,2.0,,3.0,,,,,,0.32,,0.11,,0.34,,2.9,,0.01,,0.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,21.0,17.09,17.09,33.471,24.32,360.1,0.07,5.8,105.3,2.9,0.34,0.2,0.01,,0.32,0.11,21,,,,,,,,
11561,302934,156.7 080.0,19-6001BD-HY-023-0200-15670800-0243A-3,243,10.56,34.62,0.3,26.564,4.8,13.05131,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,243.0,10.56,10.53,34.62,26.56,152.0,0.61,0.3,4.8,,,,,,,,244,,,,,,,,
12258,322699,090.0 045.0,19-6007BD-HY-197-1830-09000450-0116A-3,116,9.19,33.95,2.36,26.268,36.4,102.6999,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,116.0,9.19,9.18,33.95,26.26,176.6,0.29,2.36,36.4,,,,,,,,117,,,,,,,,
27518,674072,076.7 049.0,19-9308NM-MX-238-1045-07670490-0000B-7,0,14.52,33.39,6.21,24.84,107.1,270.6165,,7,2.0,,3.0,,,,,,5.45,,1.53,,0.39,,2.0,,0.04,,0.6,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,14.52,14.52,33.39,24.84,309.9,0.0,6.21,107.1,2.0,0.39,0.6,0.04,,5.45,1.53,0,,,,,,,,
27608,676722,090.0 045.0,19-9401JD-MX-027-0520-09000450-0200A-3,200,8.6,33.915,2.96,26.335,45.1,128.8016,,3,2.0,,3.0,,,,,,0.01,,0.04,,1.97,,31.3,,0.0,,25.8,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,8.6,8.58,33.915,26.33,171.8,0.5,2.96,45.1,31.3,1.97,25.8,0.0,,0.01,0.04,201,,,,,,,,
12588,332518,120.0 090.0,19-6101HS-HY-035-2000-12000900-0219A-3,219,9.58,34.009,2.9,26.253,45.2,126.2009,,3,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,219.0,9.58,9.56,34.009,26.25,180.4,0.61,2.9,45.2,,,,,,,,220,,,,,,,,
24869,608402,053.0 058.5,19-8705NM-HY-125-1753-05300585-0313A-3,313,6.36,33.995,2.33,26.716,33.7,101.3501,,3,2.0,,3.0,,,,,,,9.0,,9.0,2.44,,55.7,,0.01,,34.1,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,313.0,6.36,6.33,33.995,26.71,136.3,0.65,2.33,33.7,55.7,2.44,34.1,0.01,,,,315,,,,,,,,
365,11010,035.0 134.0,19-4907BD-HY-186-1406-03501340-0010A-3,10,15.72,33.04,5.43,24.304,95.7,236.7498,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,15.72,15.72,33.04,24.3,361.3,0.03,5.43,95.7,,,,,,,,10,,,,,,,,
32487,815211,093.3 045.0,20-10095S-MX-268-0543-09330450-0071A-3,71,10.01,33.747,3.03,25.974,47.6,131.894,13.0,3,2.0,,3.0,,,,,,0.02,,0.05,,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,71.0,10.01,10.0,33.747,25.974,203.7,0.197,3.03,47.6,,,,,,0.02,0.05,71,213.0,,,,,,,
30810,770510,080.0 070.0,20-0504NM-MX-118-0117-08000700-0500A-7,500,6.09,34.213,0.56,26.925,8.1,24.35387,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.06,,75.5,,0.01,,39.3,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,6.09,6.05,34.213,26.925,119.0,0.899,0.56,8.1,75.5,3.06,39.3,0.01,,,,503,,,,,,,,
31263,782838,090.0 080.0,20-0610RR-MX-298-2345-09000800-0064A-3,64,14.52,33.25,5.62,24.729,96.8,244.9323,15.0,3,2.0,,3.0,,,,,,0.57,,0.22,,0.48,,2.8,,0.35,,1.5,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,64.0,14.52,14.51,33.25,24.72,322.5,0.24,5.62,96.8,2.8,0.48,1.5,0.35,,0.57,0.22,64,215.0,,,,,,,
21986,542985,070.0 070.0,19-8104JD-HY-113-2030-07000700-0200A-3,200,8.57,34.0,,26.406,,,,3,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,8.57,8.55,34.0,26.4,165.0,0.45,,,,,,,,,,201,,,,,,,,
34000,854499,080.0 090.0,20-1511OC-PR-310-1736-08000900-0100A-3,100,10.316,33.191,4.935,25.49053,77.73,215.6,12.0,3,2.0,,3.0,,,,,,0.091,,0.119,,1.12,,11.95,,0.029,,12.73,,0.0,4.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,10.32,10.3,33.191,25.491,250.5,0.333,4.94,77.7,12.0,1.12,12.7,0.03,0.0,0.09,0.12,101,12.0,,,,,,,
24603,601565,093.3 070.0,19-8611NM-HY-318-0139-09330700-0016A-3,16,17.64,33.552,5.59,24.252,102.6,243.7383,,3,2.0,,3.0,,,,,,0.37,,0.04,,0.35,,2.3,,0.0,,0.1,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,16.0,17.64,17.64,33.552,24.25,366.5,0.05,5.59,102.6,2.3,0.35,0.1,0.0,,0.37,0.04,16,,,,,,,,
6527,168473,146.7 090.0,19-5401CR-HY-010-0836-14670900-0200A-7,200,10.95,34.456,,26.366,,,,7,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,10.95,10.93,34.456,26.36,169.9,0.57,,,,,,,,,,201,,,,,,,,
26742,653524,093.3 030.0,19-9103JD-HY-058-0058-09330300-0329A-3,329,7.84,34.169,1.52,26.65,22.8,66.12107,,3,2.0,,3.0,,,,,,,9.0,,9.0,2.51,,49.2,,0.01,,32.1,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,329.0,7.84,7.81,34.169,26.65,143.9,0.66,1.52,22.8,49.2,2.51,32.1,0.01,,,,331,,,,,,,,
18521,466074,110.0 050.0,19-7207JD-CT-200-0837-11000500-0500A-5,500,6.55,34.35,,26.974,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,6.55,6.5,34.35,26.97,115.0,0.87,,,,,,,,,,503,,,,,,,,
15453,409146,123.3 060.0,19-6804JD-HY-094-1242-12330600-0594A-3,594,6.32,34.441,0.22,27.077,3.2,9.566176,,3,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.14,,79.0,,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,594.0,6.32,6.27,34.441,27.07,106.4,1.07,0.22,3.2,79.0,3.14,,,,,,598,,,,,,,,
27139,663839,093.3 028.0,19-9207JD-HY-184-2357-09330280-0050A-7,50,10.62,33.298,4.59,25.519,72.8,199.8885,,7,2.0,,3.0,,9.0,,,,0.45,,0.64,,1.28,,12.7,,0.06,,13.7,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,10.62,10.61,33.298,25.51,246.6,0.15,4.59,72.8,12.7,1.28,13.7,0.06,,0.45,0.64,50,,,,,,,,
11213,293510,090.0 032.0,19-5908OR-HY-233-1536-09000320-0050A-7,50,12.99,33.567,4.85,25.287,81.1,211.2589,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,12.99,12.98,33.567,25.28,268.8,0.17,4.85,81.1,,,,,,,,50,,,,,,,,
19962,495824,106.7 040.0,19-7505JD-CT-151-2028-10670400-0275A-5,275,8.36,34.32,,26.69,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,275.0,8.36,8.33,34.32,26.69,139.5,0.55,,,,,,,,,,277,,,,,,,,
12443,328097,080.0 090.0,19-6010SB-HY-267-1506-08000900-0300A-7,300,7.08,34.045,1.98,26.66,29.1,86.13056,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,7.08,7.05,34.045,26.66,141.9,0.69,1.98,29.1,,,,,,,,302,,,,,,,,
4461,124313,110.0 070.0,19-5206CR-HY-171-2206-11000700-0150A-3,150,9.9,33.46,4.37,25.77,68.3,190.2612,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,9.9,9.88,33.46,25.77,224.8,0.47,4.37,68.3,,,,,,,,151,,,,,,,,
28380,699765,090.0 120.0,19-9610RR-MX-290-0542-09001200-0065A-3,65,16.24,33.186,5.99,24.301,106.7,261.1668,12.0,3,2.0,,3.0,,,,,,0.18,,0.11,,0.29,,2.0,,0.0,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,65.0,16.24,16.23,33.186,24.3,363.4,0.26,5.99,106.7,2.0,0.29,0.0,0.0,,0.18,0.11,65,212.0,,,,,,,
5009,135570,070.0 080.0,19-5210CR-HY-294-1906-07000800-0010A-7,10,16.31,33.027,5.7,24.161,101.6,248.5566,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,16.31,16.31,33.027,24.16,375.0,0.03,5.7,101.6,,,,,,,,10,,,,,,,,
20547,506709,080.0 070.0,19-7510JD-CT-309-0544-08000700-0600A-5,600,5.27,34.32,,27.111,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,600.0,5.27,5.22,34.32,27.11,101.8,0.95,,,,,,,,,,604,,,,,,,,
28588,706147,076.7 070.0,19-9707JD-MX-197-0025-07670700-0118A-3,118,9.22,33.81,2.96,26.154,45.7,128.8243,10.0,3,2.0,,3.0,,,,,,0.01,,0.06,,1.99,,28.2,,0.01,,25.9,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,118.0,9.22,9.21,33.81,26.15,187.5,0.32,2.96,45.7,28.2,1.99,25.9,0.01,,0.01,0.06,119,210.0,,,,,,,
13806,370267,081.0 067.0,19-6401AX-HY-014-0014-08100670-0020A-7,20,13.8,33.575,,25.129,,,,7,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,13.8,13.8,33.575,25.12,283.1,0.05,,,,,,,,,,20,,,,,,,,
5390,143565,126.7 040.0,19-5303CR-HY-090-1912-12670400-0400A-7,400,8.22,34.51,0.31,26.863,4.7,13.48242,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,400.0,8.22,8.18,34.51,26.86,125.5,0.71,0.31,4.7,,,,,,,,402,,,,,,,,
13573,362701,090.0 140.0,19-6304AX-HY-120-0136-09001400-1324A-3,1324,3.1,34.544,1.12,27.521,15.0,48.67949,,3,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1324.0,3.1,3.0,34.544,27.52,65.5,1.74,1.12,15.0,,,,,,,,1336,,,,,,,,
33762,848367,070.0 055.0,20-1501NM-MX-033-0202-07000550-0030A-3,30,14.872,33.1709,5.848,24.5924,101.39,254.903,17.0,3,2.0,,3.0,,,,,,0.644,,0.328,,0.36,,1.91,,0.022,,0.08,,0.03,,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,14.87,14.87,33.171,24.592,334.6,0.101,5.85,101.4,1.9,0.36,0.1,0.02,0.03,0.64,0.33,30,17.0,,,,,,,
14626,389452,086.7 080.0,19-6507BD-HY-169-1236-08670800-0500A-7,500,5.5,34.259,0.47,27.034,6.7,20.43769,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.5,5.46,34.259,27.03,108.0,0.89,0.47,6.7,,,,,,,,503,,,,,,,,
18284,460711,094.0 030.0,19-7205AX-CT-102-1929-09400300-0000B-5,0,15.88,33.45,,24.583,,,,5,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,15.88,15.88,33.45,24.58,334.4,0.0,,,,,,,,,,0,,,,,,,,
13177,350243,120.0 045.0,19-6204HO-HY-112-0112-12000450-0184A-3,184,9.68,34.334,0.94,26.49,14.7,40.89704,,3,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,184.0,9.68,9.66,34.334,26.49,157.2,0.37,0.94,14.7,,,,,,,,185,,,,,,,,
12266,322951,093.3 084.0,19-6007BD-HY-199-1448-09330840-0200A-7,200,9.0,33.907,3.03,26.266,46.6,131.8565,,7,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,9.0,8.98,33.907,26.26,178.5,0.51,3.03,46.6,,,,,,,,201,,,,,,,,
29492,733058,090.0 060.0,20-0007NM-MX-186-1337-09000600-0059A-3,59,11.74,33.419,5.47,25.412,89.0,238.2361,14.0,3,2.0,,3.0,,,,,,0.45,,0.34,,0.87,,7.0,,0.28,,8.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,59.0,11.74,11.73,33.419,25.41,257.0,0.17,5.47,89.0,7.0,0.87,8.2,0.28,,0.45,0.34,59,214.0,,,,,,,
11434,299235,076.7 060.0,19-5910SB-HY-289-0118-07670600-0261A-3,261,8.12,34.14,1.81,26.585,27.3,78.74126,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,261.0,8.12,8.09,34.14,26.58,149.0,0.55,1.81,27.3,,,,,,,,263,,,,,,,,
31283,783357,086.7 080.0,20-0610RR-MX-302-1111-08670800-0140A-3,140,9.18,33.933,2.46,26.257,38.0,107.0527,9.0,3,2.0,,3.0,,,,,,0.0,,0.04,,2.07,,29.4,,0.01,,26.8,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,140.0,9.18,9.16,33.933,26.25,178.2,0.39,2.46,38.0,29.4,2.07,26.8,0.01,,0.0,0.04,141,209.0,,,,,,,
7977,208520,123.3 040.0,19-5512BD-HY-346-1142-12330400-0240A-3,240,9.9,34.43,0.75,26.529,11.8,32.62938,,3,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,240.0,9.9,9.87,34.43,26.52,154.9,0.48,0.75,11.8,,,,,,,,241,,,,,,,,
21454,530281,076.7 051.0,19-7807JD-HY-190-1331-07670510-0001A-3,1,11.52,33.525,6.37,25.533,103.2,277.4013,,3,2.0,,3.0,,9.0,,,,1.8,,0.32,,0.82,,0.0,,,9.0,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1.0,11.52,11.52,33.525,25.53,244.0,0.002,6.37,103.2,0.0,0.82,9.0,,,1.8,0.32,1,,,,,,,,
